ship_code,ship1,ship2,remarks,source_url
34ST,34ST,STORKALLEGRUND L/S,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31RM,31RM,STORM,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
09SX,09SX,STORM BAY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31TM,31TM,STORMES,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
36SS,36SS,STORMY SEAS,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
08AS,08AS,STORNI,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
26SR,26SR,STORSTROMSBRO C/S,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
77BX,77BX,STOVE TRADER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
09SB,09SB,STRADBROKE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31ST,31ST,STRANGER,callSign WYZ8670,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
74EY,74EY,STRATH DEVON,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90T2,90T2,STRELA,ICES REQUEST  16Aug37 to 01May38,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
06MS,06MS,STRELASUND,OCL REQUEST CallSignY3OE small craft,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
906X,906X,STRELETZ,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
902C,902C,STRELNYA,LYKN,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
906T,906T,STRELOK,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31TB,31TB,STRIBLING,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31IZ,31IZ,STRICKLAND,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
54AE,54AE,STRIDER BROADSWORD,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
315S,315S,STRONG,callSign WTF5189,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
33SR,33SR,STRONG ICELANDER,(WBD9290),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
09ST,09ST,STUART,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
743L,743L,STUBBINGTON,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
46AD,46AD,STUDLAFOSS,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31Y1,31Y1,STURDY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
46AB,46AB,STURLAUGUR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32S6,32S6,STURTEVANT,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
06ST,06ST,STUTTGART,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90VF,90VF,STVOR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32G8,32G8,SUB SIG II,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32SF,32SF,SUBSURFACE FLOAT,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90FD,90FD,SUCHAN,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
9044,9044,SUCHUM,1925 VIA OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
06SF,06SF,SUDFALL,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
06MU,06MU,SUEDEROOG,OCL REQUEST CallSign DBJN 12-19-1956 to 12-5-1990,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31FQ,31FQ,SUFFOLK COUNTY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
352G,352G,SUFFREN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
49S4,49S4,SUGI,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
76H6,76H6,SUI LIAN 220,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
49LP,49LP,SUIYO MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90DW,90DW,SUKHUM,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
74SU,74SU,SULA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90C5,90C5,SULOY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
49DY,49DY,SUMA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
49SL,49SL,SUMIDA,callSign JG3535,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
49UB,49UB,SUMIEI MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
49YT,49YT,SUMIYOSHI MARU,7JFP,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
181S,181S,SUMMERSIDE,MEDS REQUEST CallSign CGJJ (not the same as 181A),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
181A,181A,SUMMERSIDE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32QF,32QF,SUMTER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32WP,32WP,SUN COASTER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
324S,324S,SUN DANCE,(TUNA BOAT),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
322S,322S,SUNBEAN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
36SH,36SH,SUNHOPE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
06SU,06SU,SUNLINA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
061I,061I,SUNNA HAV,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
315Q,315Q,SUNRISE,(TUNA BOAT),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32ZK,32ZK,SUNSET BAY,callSign WSX6559,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
PASV,PASV,SUNVREELAND,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
34SU,34SU,SUOMI,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32UA,32UA,SUPERHORSE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
322U,322U,SUPERIOR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
09AE,09AE,SUPPLY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49CN,49CN,SURENES,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32X6,32X6,SURIBACHI,AE-21,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
24SR,24SR,SURO,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
24AP,24AP,SURO HO,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
24SU,24SU,SURO NO 1,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
24S3,24S3,SURO NO 3,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
24S8,24S8,SURO NO 8,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49VE,49VE,SURUGA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49SP,49SP,SURUGA MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49UG,49UG,SURUGAMA MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
35SU,35SU,SURVEILLANTE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31SU,31SU,SURVEYOR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
74SV,74SV,SURVEYOR,callsign WTES,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
18SE,18SE,SURVEYOR,callSign WTES,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
322J,322J,SUSAN JEAN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32QE,32QE,SUSQUEHANNA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
18SU,18SU,SUSSEXVALE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
90ST,90ST,SUTCHAN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
34SH,34SH,SUURSAARI/HOGLAND L/V,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32SU,32SU,SUWANNEE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49UO,49UO,SUYO-MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
74GU,74GU,SUZANNA D,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49GM,49GM,SUZUKA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
58SV,58SV,SVANEN,callSign C6LA2,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
77SC,77SC,SVANIC,SMJU,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
06SV,06SV,SVENJA,DIAG,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
77SV,77SV,SVENSKA BJORN,L/V,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
77SS,77SS,SVENSKUND,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
90W2,90W2,SVETLANA,"OCL REQUEST 19th cent ""Fregat"" type Hydromet Servc",https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
9045,9045,SVIATOGOR,1920 VIA OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
77SB,77SB,SVINBADAN L/V,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
58SN,58SN,SVINTO,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
90WR,90WR,SVIREPYY,OCL REQUEST (alt. Spelling SVIREPIY),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32YG,32YG,SW RESEARCHER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
741J,741J,SWALLOW,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31SW,31SW,SWAN,callSign P3CT3,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
SISX,SISX,SWAN REEFER,S6FK,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
74SX,74SX,SWAN REFFER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
18SS,18SS,SWANSEA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
74SW,74SW,SWARTE BANK,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
326W,326W,SWEARER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49CQ,49CQ,SWEET CLUB,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
318S,318S,SWEET GUM,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32X7,32X7,SWEETBRIER,WLB-405,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31SX,31SX,SWERVE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
741K,741K,SWIFT,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
18SW,18SW,SWIFTSURE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
33DV,33DV,SWIMMER/DIVER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31SZ,31SZ,SWORDKNOT,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
06SX,06SX,SYDNEY EXPRESS,DIDS,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
77SY,77SY,SYDOSBROTTEN L/V,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
771A,771A,SYGIN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32X8,32X8,SYLVANIA,AFS-2,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
74SY,74SY,SYLVIA,callSign HQVS,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
58SY,58SY,SYLVIA,callSign HQVS,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
58SA,58SA,SYSLA,1951-52,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49SZ,49SZ,SYUNEI MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49YW,49YW,SYUNKOTO MARU,OCL request; OCL code 7653,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49VL,49VL,SYUNPU MARU R/V,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
06BX,06BX,SZCZECIN TRADER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32TD,32TD,T 19,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32TE,32TE,T 441,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32HA,32HA,T. C. HART,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32FR,32FR,T. E. FRASER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31GJ,31GJ,T. J. GARY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32KT,32KT,T. KAREN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31KT,31KT,T. KATHEN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
18ZT,18ZT,T. W. ZELLEY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
74TX,74TX,T.A. EXPLORER,ZDAZ6,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
54TM,54TM,T.A. MARINER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
54TN,54TN,T.A. NAVIGATOR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
74TV,74TV,T.A. VOYAGER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
74TS,74TS,T.S. ASTRID,(MKUE3)  01/01/1995,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
18T3,18T3,T-3,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
SVTB,SVTB,TAABO,(J8IU7)  02/09/1995,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
57TB,57TB,TABASC0,XCSH,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
06TB,06TB,TABASIS,RadioCallSign DIGF Sold in the 1980's,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31ZT,31ZT,TABBERER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49T7,49T7,TACHIBANA MARU,callSign JPIM,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32TF,32TF,TACLOBAN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32TC,32TC,TACOMA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
09T7,09T7,TACOMA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
35TA,35TA,TADORNE,callSign 6VQN,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
24TA,24TA,TAE BAEK SAN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
24TW,24TW,TAE JEON,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
77TA,77TA,TAENDAREN,SMYB  SWEDISH SHIPPING ADMIN.,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31TA,31TA,TAGE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
76TA,76TA,TAI HE,BOAB,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
90T3,90T3,TAIFUN,ICES REQUEST  18Jul37 to 14Nov91,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
90US,90US,TAIGA,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49TH,49TH,TAIHO-MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49XD,49XD,TAIKEI MARU NO.11,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
90TA,90TA,TAIMYR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
34TI,34TI,TAIPALEENLUOTO L/S,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49CE,49CE,TAIRIN MARU 8,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49EM,49EM,TAISEI MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49FZ,49FZ,TAJIMA,OCL REQUEST  (03/1988 to present),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49TJ,49TJ,TAKA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49T4,49T4,TAKANAMI,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49FI,49FI,TAKANOSU,OCL REQUEST  (03/1967 to present),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49TC,49TC,TAKAO-MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
35TK,35TK,TAKAROA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49AL,49AL,TAKASU MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
492L,492L,TAKATORI,(JQLG),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32TK,32TK,TAKELMA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49T9,49T9,TAKO MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
